,label,density,lat,lon,clusters,spread,neighborhood
0,0,46.6137,42.36772829999988,-71.018968,64,72.83390625,East Boston
1,1,88.83319999999998,42.363667099999866,-71.0193395,192,46.26729166666666,East Boston
2,2,2.0305,42.38774599999988,-71.0166859,17,11.944117647058825,East Boston
3,3,2.2624,42.369379599999874,-71.0394327,51,4.436078431372549,East Boston
