,label,density,lat,lon,clusters,spread,neighborhood
0,0,1.1642000000000003,42.26918559999988,-71.0938386,77,1.5119480519480524,Roslindale/Mattapan/Hyde Park/West Roxbury
1,1,0.18309999999999998,42.28044019999988,-71.0913516,22,0.8322727272727272,Roslindale/Mattapan/Hyde Park/West Roxbury
2,2,0.2165,42.28670449999986,-71.1288213,22,0.984090909090909,Roslindale/Mattapan/Hyde Park/West Roxbury
3,3,0.0528,42.29147359999988,-71.1219792,9,0.5866666666666667,Roslindale/Mattapan/Hyde Park/West Roxbury
